Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11564739,HungryAI LLC,Legal Name,Limited Liability Company,"585 Grove St Ste 145, #537, Herndon, VA, 20170 - 4791, USA",TAMSIR  NIANG ,Active,
11511306,Hunnydoll LLC,Legal Name,Limited Liability Company,"110 Monroe Mills Ln, Herndon, VA, 20170, USA",Linda Thien-kim  Ho ,Active,
S8203707,Hunter CPA LLC,Legal Name,Limited Liability Company,"12718 Fantasia Drive, Herndon, VA, 20170 - 0000, USA",KAREN   HUNTER ,Inactive,
S3378025,"Hunter Realty, LLC",Legal Name,Limited Liability Company,"15 LOUNDOUN STREET SW STE C, LEESBURG, VA, 20175 - 0000, USA",MANI   FIERRO ,Inactive,
02694032,"HUNTER'S CROSSING CONDOMINIUM UNIT OWNERS ASSOCIATION, INC.",Legal Name,Nonstock Corporation,"397 Herndon Pkwy Ste 100, Herndon, VA, 20170 - 4893, USA",PAMELA   WARD ,Active,
S5587839,HUNTSMAN PLACE LLC,Legal Name,Limited Liability Company,"33 MOORE RD, POQUOSON, VA, 23662 - 0000, USA",NANCY J   O'REILLY ,Inactive,
11571318,HVA HANDYMAN AND GUTTER SERVICE LLC,Legal Name,Limited Liability Company,"900 BRANCH DR, HERNDON, VA, 20170, USA",ELMER  PORTILLO ABREGO ,Active,
S4745636,HVAC TECH SERVICE LLC,Legal Name,Limited Liability Company,"1009 PARK AVENUE, HERNDON, VA, 20170 - 0000, USA",FRANCISCO   GONZALEZ ,Inactive,
S4049526,HVAC Wholesale LLC,Legal Name,Limited Liability Company,"14720-A Flint Lee Rd, Chantilly, VA, 20151 - 0000, USA","AA DRIVING ACADEMY, INC.",Inactive,
S3673482,"HW Holdings, LLC",Legal Name,Limited Liability Company,"11726 SHAKER KNOLLS CT, HERNDON, VA, 20170 - 0000, USA",HELALUDDIN   WARDAK ,Active,
11003429,HW International Corporation,Legal Name,Stock Corporation,"11726 Shaker Knolls Ct, Herndon, VA, 20170, USA",Helal  Wardak ,Active,
08223885,HY WELLNESS INC.,Legal Name,Stock Corporation,"462 Herndon Pkwy Ste 108B, Herndon, VA, 20170 - 5235, USA",YOUNG AE  YOU MITRANO ,Active,
S5756392,Hybrid Anabolics LLC,Legal Name,Limited Liability Company,"729 Herndon Woods Ct., Herndon, VA, 20170 - 0000, USA",KENNETH   SETTEPANI ,Inactive,
S6980314,Hyderabadi Flavor LLC,Legal Name,Limited Liability Company,"42057 pepperbush pl, Aldie, VA, 20105 - 0000, USA",FRIENDLY TAX SOLUTIONS LLC,Inactive,
S4186708,"Hydrodynamic Training, LLC",Legal Name,Limited Liability Company,"1109 Trapper Crest Ct., Herndon, VA, 20170 - 0000, USA",JESSICA   BUCK ,Inactive,
02990075,"HYDROGEOLOGIC, INC.",Legal Name,Stock Corporation,"1155 HERNDON PARKWAY, STE. 900, HERNDON, VA, 20170 - 0000, USA",JOHN   RUPNIK ,Inactive,
S5026085,"Hype Squad Fitness, LLC",Legal Name,Limited Liability Company,"478 VIRGINIA AVE, HERNDON, VA, 20170 - 0000, USA",SAMSON   OKAI ,Inactive,
S1498304,"HyperVista Technologies, LLC",Legal Name,Limited Liability Company,"415 SUGARLAND MEADOW DR, HERNDON, VA, 20170 - 0000, USA",DONALD E  BAILEY JR ,Inactive,
S4984250,"I Spa, L.L.C.",Legal Name,Limited Liability Company,"22317 Lost Branch Cir, ASHBURN, VA, 20148 - 7520, USA",XUNPING   LIANG ,Inactive,
11025314,I&M Travel ,Legal Name,Stock Corporation,"2465 Centreville Rd PMB 736 Ste J17, Herndon, VA, 20171 - 3026, USA",Ivan  Beckman ,Inactive,
11829786,I'mCookin' LLC,Legal Name,Limited Liability Company,"12207 Windsor Hall Way , Herndon, VA, 20170, USA",Ryan   Lindley  ,Active,
11388382,I.B. Painting LLC,Legal Name,Limited Liability Company,"1013 Charles St, Herndon, VA, 20170 - 3409, USA",Ivert  Blanco ,Active,
07442916,"I.N.C. PROPERTIES, INC.",Legal Name,Stock Corporation,"802 S WASHINGTON ST, FALLS CHURCH, VA, 22046 - 0000, USA",NAJIB   AZAR ,Active,
05276522,"I3D/Cherry Design Associates, Inc.",Legal Name,Stock Corporation,,JEFFREY   CHERRY ,Inactive,
S2827642,"IAD Properties, LLC",Legal Name,Limited Liability Company,"1043 STERLING RD STE 101, HERNDON, VA, 20170 - 0000, USA",ALI   KAZMI ,Inactive,
11567772,IAI LLC,Legal Name,Limited Liability Company,"1251 Wilshire Dr, Herndon, VA, 20170 - 3833, USA",Sheeraz  Hassan ,Active,
11023772,IAMNOOR LLC,Legal Name,Limited Liability Company,"407 Virginia Ave, Herndon, VA, 20170 - 5437, USA",Noorudeen  Muhammad ,Inactive,
11425132,"IBA Dosimetry America, Inc.",Legal Name,Stock Corporation,"470 Springpark Pl Ste 700, Herndon, VA, 20170 - 5253, USA","IBA Proton Therapy, Inc.",Active,
11728692,"IBA Industrial, Inc.",Legal Name,Stock Corporation,"470 Springpark Pl Ste 700, Herndon, VA, 20170 - 5253, USA","IBA Proton Therapy, Inc.",Active,
11361024,Ibex Logistics Corp.,Legal Name,Stock Corporation,"811 Autumn Breeze Ct, Herndon, VA, 20170, USA",Shehzad  Khan ,Inactive,
S4171130,IBuildHomeTheaters.com LLC,Legal Name,Limited Liability Company,"1108 Arboroak Place, Herndon, VA, 20170 - 0000, USA",JEFF JAMES   PARKINSON ,Inactive,
11497336,"Icon Education Services, LLC",Legal Name,Limited Liability Company,"1402 RAINBOW CT, Herndon, VA, 20170, USA",KMJ Consulting LLC,Inactive,
11109245,ICS Networks LLC,Legal Name,Limited Liability Company,"217 E Broadway St Ste A, Stafford, KS, 67578 - 1804, USA",Allen B. Kenny ,Active,
S0716896,"icubed, LLC",Legal Name,Limited Liability Company,"620 Herndon Pkwy Ste 115, Herndon, VA, 20170 - 5400, USA","Connect For Education, Inc.",Active,
11478101,ICY BIZ LLC,Legal Name,Limited Liability Company,"171 Elden St Ste 110, Herndon, VA, 20170 - 4869, USA",Mickey  Sood ,Inactive,
S4060622,ID Cleaning Services LLC,Legal Name,Limited Liability Company,"11 N. Carol St, Laurel AA, MD, 20724 - 0000, USA",FRIENDLY TAX SOLUTIONS LLC,Inactive,
06953848,"Idea Magnet, Inc.",Legal Name,Stock Corporation,"2861 SPRING CHAPEL CT, STE B, HERNDON, VA, 20171 - 0000, USA",KIRAN   DANDEKAR ,Inactive,
S3429034,Idexcel CIO3 LLC,Legal Name,Limited Liability Company,"459 HERNDON PARKWAY STE 10, HERNDON, VA, 20170 - 0000, USA",PRASAD   ALAPATI ,Inactive,
05132964,"Idexcel, Inc.",Legal Name,Stock Corporation,"459 Herndon Pkwy Ste 10, Herndon, VA, 20170 - 6221, USA",PRASAD   ALAPATI ,Active,
L0209298,"IDHH, LP",Legal Name,Limited Partnership,"620 HERNDON PKWY STE 360, HERNDON, VA, 20170 - 0000, USA",ROBERT   LUBIN ,Active,
S6311924,"IDOMIC, LLC",Legal Name,Limited Liability Company,"12034 FORBES GLEN DR, HERNDON, VA, 20170 - 0000, USA",JOHN   FREILING ,Active,
S6863791,IG Totonji Holding LLC,Legal Name,Limited Liability Company,"505 Huntmar Park Drive, Suite 245, Herndon, VA, 20170 - 0000, USA",IRFAN   TOTONJI ,Active,
06427801,"Iglesia Bautista Shalom, Inc.",Legal Name,Nonstock Corporation,"681 ELDEN STREET, HERNDON, VA, 20170 - 0000, USA",ISIDRO   GUERRERO ,Inactive,
11374307,"Iglesia Cristiana Sublime Gracia De Dios, Inc.",Legal Name,Nonstock Corporation,"1307 FORTY OAKS DR, Herndon, VA, 20170, USA",JOSE ARGUETA BARRIENTOS ,Inactive,
11534570,"Iglesia de Dios Pentecostal El Leon de la Tribu de Juda, Inc.",Legal Name,Nonstock Corporation,"226 Shoe Buckle Ct, Stephens City, VA, 22655, USA",Gustavo  Suruy ,Active,
07987548,IGLESIA DE JESUCRISTO EFESIOS 2 19,Legal Name,Nonstock Corporation,"1171 Autumnhaze Ct, Herndon, VA, 20170 - 4221, USA",GELBER G AMAYA   ALVARADO ,Active,
07738644,"IGLESIA DE RESTAURACION P. MIZPA DEL PRINCIPE DE PAZ, INC.",Legal Name,Nonstock Corporation,"656 STUART CT, HERNDON, VA, 20170 - 0000, USA",RUTILIO   BAIRES ,Inactive,
07091176,"Iglesia Pentecostal Vision Divina Misionera, Inc.",Legal Name,Nonstock Corporation,"PO BOX 2949, LEESBURG, VA, 20177 - 0000, USA",JUAN TOMAS   PERLA ,Active,
11291543,"Iglesia Pentecostes Casa de Oracion, Inc.",Legal Name,Nonstock Corporation,"1010 Queens Ct, Herndon, VA, 20170, USA",Juan C Guzman Borjas ,Inactive,
11320510,Iglesia Pentecostes Sol De Justicia,Legal Name,Nonstock Corporation,"45710 Oakbrook Ct Ste 150, Sterling, VA, 20166 - 7230, USA",JOSE WILFREDO RAMOS ,Active,
07819170,Iglesia Profetica El Shaddai Inc.,Legal Name,Stock Corporation,"13347 APGAR PL, HERNDON, VA, 20170 - 0000, USA",YADIRA   BARBA ,Inactive,
08363061,IGLESIA SIMIENTE ESCOGIDA,Legal Name,Nonstock Corporation,"7631 Somerset Ln, Manassas, VA, 20111 - 1615, USA",ISAIAS E VILLATORO   ORTEZ ,Inactive,
S6239547,IGLOBAL UNIVERSITY EDUCATIONAL SERVICES LLC,Legal Name,Limited Liability Company,"1110 ELDEN STREET, BLOCK D SUITE #301, HERNDON, VA, 20170 - 0000, USA",RAMAKRISHNA   GRANDHI ,Inactive,
11289866,"Ignite Wellness, LLC",Legal Name,Limited Liability Company,"511 Florida Ave Apt 203, Herndon, VA, 20170, USA",Emily Rose Davis ,Active,
11021444,IIKT Holdings LLC,Legal Name,Limited Liability Company,"505 Huntmar Park Dr Ste 245, Herndon, VA, 20170 - 5169, USA",Irfan  Totonji ,Active,
S3238906,iInterview L.L.C.,Legal Name,Limited Liability Company,"1407 VALEBROOK LN, HERNDON, VA, 20170 - 0000, USA",MICHAEL   BRADY ,Inactive,
S3350669,"Ikiz, LLC",Legal Name,Limited Liability Company,"519 WORCHESTER ST, HERNDON, VA, 20170 - 0000, USA",WENJIE   PING ,Active,
S7387204,Il Posto Cafe LLC,Legal Name,Limited Liability Company,"707 Bruce Ct., Herndon, VA, 20170 - 0000, USA",CARLA   FALCONI ,Inactive,
S6278776,"iLAN, LLC",Legal Name,Limited Liability Company,"112 ELDEN ST STE K, HERNDON, VA, 20170 - 4832, USA",ERICK R   MALARET ,Inactive,
11440876,iLEAP LLC,Legal Name,Limited Liability Company,"12208 Jonathons Glen Way, Herndon, VA, 20170, USA",Jean  Zhou ,Active,
11113001,ILLYKINS CO LLC,Legal Name,Limited Liability Company,"10519 Hinton Way, Manassas, VA, 20112, USA",RAVI  CHEA ,Active,
11687429,Imaginary Players LLC,Legal Name,Limited Liability Company,"585 Grove St PMB 785 Ste 145, Herndon, VA, 20170 - 4791, USA",Jarvis  Jackson ,Active,
11591112,"Imaginations, LLC",Legal Name,Limited Liability Company,"11858 Timber Knoll Ct, Herndon, VA, 20170 - 2363, USA",Noha  Hawa ,Active,
S3879576,"IMAGINE Professional Cleaning Service, LLC",Legal Name,Limited Liability Company,"1513 Summerset Place, Herndon, VA, 20170 - 0000, USA",CLAUDIA A   VIEGAS ,Inactive,
05815667,IMAM SHIRAZI WORLD FOUNDATION,Legal Name,Nonstock Corporation,"7900 BACKLICK RD., SPRINGFIELD, VA, 22150 - 0000, USA",ABDULLAH ARAHIM   ALGORAISH ,Active,
S5143484,"Iman Estate Associates, LLC",Legal Name,Limited Liability Company,"505 HUNTMAR PARK DRIVE, SUITE 245, HERNDON, VA, 20170 - 0000, USA",IRFAN KASIM   TOTONJI ,Inactive,
S4418739,Immigration Application Experts LLC,Legal Name,Limited Liability Company,"815 Branch Drive, APT 301, Herndon, VA, 20170 - 0000, USA",ROBERT ALLEN   SHANNON ,Inactive,
11714438,"Immigration Legal Advisors, PLLC",Legal Name,Limited Liability Company,"1037 Sterling Rd Ste 201, Herndon, VA, 20170 - 3839, USA",Josue  Ruiz Colon ,Active,
S1447301,IMN Consulting L.L.C.,Legal Name,Limited Liability Company,"12265 EXBURY ST, HERNDON, VA, 20170, USA",IBRAHEEM   NASHNOUSH ,Active,
11496832,"IMPACT CLEANING, LLC",Legal Name,Limited Liability Company,"7803 JOHNSON AVE, Glenarden, MD, 20706, USA",ANDRES  MENDEZ ,Inactive,
S8322341,Imperative Critical Infrastructure Protection LLC,Legal Name,Limited Liability Company,"530B Huntmar Park Drive, Suite K, Herndon, VA, 20171 - 0000, USA","Imperative Systems, LLC",Inactive,
11444280,iMPOWER HOLDINGS LLC,Legal Name,Limited Liability Company,"815 Branch Dr Apt 207, Herndon, VA, 20170, USA",GREGORY  MORGAN ,Active,
11444794,iMPOWER MEDIA WORKS LLC,Legal Name,Limited Liability Company,"815 Branch Dr Apt 207, Herndon, VA, 20170, USA",iMPOWER HOLDINGS LLC,Active,
S5476496,In It 2 Finish LLC,Legal Name,Limited Liability Company,"12608 Rock Ridge Rd, Herndon, VA, 20170 - 0000, USA",JILLIAN   GEMBERLING ,Inactive,
S3855659,"In the Details, LLC",Legal Name,Limited Liability Company,"12307 Exbury St, Herndon, VA, 20170 - 0000, USA",RAMUNE   KLIGYS ,Inactive,
11279184,"In the Moment Design, LLC",Legal Name,Limited Liability Company,"1405 Rock Ridge Ct, Herndon, VA, 20170 - 2884, USA",Sandra  Teixeira ,Inactive,
S6637773,INCE LLC,Legal Name,Limited Liability Company,"300 Senate Ct., herndon, VA, 20170 - 0000, USA",KAMIL   INCE ,Inactive,
S1030479,"INCE.NET, LLC",Legal Name,Limited Liability Company,"12253 STREAMVALE CIRCLE, HERNDON, VA, 20170 - 0000, USA",KAMIL   INCE ,Inactive,
03623782,"INDEPENDENT NURSING SERVICES, INC.",Legal Name,Stock Corporation,"1350 BEVERLY ROAD STE 115, PMB 461, MCLEAN, VA, 22101 - 3633, USA",SACHIN   KORI ,Inactive,
11158974,"Independent Solar Brokers, LLC",Legal Name,Limited Liability Company,"2219 Astoria Cir Apt 307, Herndon, VA, 20170 - 5991, USA",Jason  Clark ,Inactive,
11756907,"Indiana Creations, LLC",Legal Name,Limited Liability Company,"1035 Sterling Rd Ste 105, Herndon, VA, 20170, USA",Thomas D Page ,Active,
11350998,Indigo Advisors LLC,Legal Name,Limited Liability Company,"1212 Cameo Ct, Herndon, VA, 20170 - 2437, USA",Kate  Bunting ,Active,
11319255,Indonesian American Association,Legal Name,Nonstock Corporation,"1708 Whitewood Ln, Herndon, VA, 20170, USA",Oscar  Zaky ,Inactive,
S4653293,Induced Chaos Photography LLC,Legal Name,Limited Liability Company,"2107 Highcourt Lane, 103, Herndon, VA, 20170 - 0000, USA",JASON   GUMP ,Inactive,
08257792,Indus Associates Inc.,Legal Name,Stock Corporation,"1039 STERLING ROAD, STE. 103,, HERNDON, VA, 20170 - 0000, USA",RAVI   RAMANULLA ,Inactive,
05301031,INDUS GROUP INC.,Legal Name,Stock Corporation,"1039 Sterling Rd Ste 103, Herndon, VA, 20170 - 3840, USA",RAVI   RAMANULLA ,Inactive,
11196376,INDUS LOGISTICS INC.,Legal Name,Stock Corporation,"1011 JEFF RYAN DR , Herndon, VA, 20170, USA",MOHAMMAD  AURANGZEB ,Pending Inactive,
S7998059,INDUSTRIAL COMMERCIAL WELDING LLC,Legal Name,Limited Liability Company,"1456 WINTERBERRY CT, HERNDON, VA, 20170 - 0000, USA",CARLOS A   HERRERA-ZANS ,Active,
03111143,INDUSTRIAL COMPUTING DESIGNS CORPORATION,Legal Name,Stock Corporation,"250 EXCHANGE PL, HERNDON, VA, 22070 - 0000, USA",CURTIS L   GRINA ,Inactive,
11591853,Inferiq Corporation,Legal Name,Stock Corporation,"459 Herndon Pkwy Ste 10, Herndon, VA, 20170 - 6221, USA",Prasad  Alapati ,Inactive,
S5853272,Infinite Solutions Services L.L.C.,Legal Name,Limited Liability Company,"2100 Wilkes Ct,Apt 104, Herndon, VA, 20170 - 0000, USA",AMIT   JOSHI ,Inactive,
S6513016,Infinite Tastes LLC,Legal Name,Limited Liability Company,"907 Barker Hill Rd., Herndon, VA, 20170 - 0000, USA",LESLEY ANNE   PAPPALARDO ,Inactive,
S8193528,"INFINITISTACK, LLC",Legal Name,Limited Liability Company,"303 RENEAU WAY, HERNDON, VA, 20170 - 0000, USA",Faizah  Hoque ,Inactive,
S5542545,Infinitrak LLC,Legal Name,Limited Liability Company,"560 HERNDON PARKWAY, SUITE 100B, HERNDON, VA, 20170 - 0000, USA",HOWARD P  ESTES JR ,Inactive,
S5696077,Infinity heating & cooling LLC,Legal Name,Limited Liability Company,"1279  springtide pl, herndon, VA, 20170 - 0000, USA",ABUL   HOSSAIN ,Active,
S4300473,Inflight Logistics LLC,Legal Name,Limited Liability Company,"1020 ELDEN ST, SUITE 201, HERNDON, VA, 20170 - 0000, USA",NOE   GARCIA ,Active,
F1910571,INFO LABS INC.,Legal Name,Stock Corporation,"203 Elden St Ste 404, Herndon, VA, 20170 - 4848, USA",ASHA   NIMMALAPUDI ,Active,
07427818,Infoloka Strategic Solutions Inc.,Legal Name,Stock Corporation,"2204, ASTORIA CIRCLE APT 208, HERNDON, VA, 20170 - 0000, USA",PRANEETHA   REDDY ,Inactive,
S7135892,Inform-Video LLC,Legal Name,Limited Liability Company,"803 Autumn Breeze Ct., Herndon, VA, 20170 - 0000, USA",TERRY LEE   REECE ,Active,
11672197,Informatik Technology LLC,Legal Name,Limited Liability Company,"2244 Astoria Cir Apt 107, Herndon, VA, 20170, USA",Archad  Aboulaye ,Pending Inactive,
F1485491,"INFORMATION CONCEPTS, INC.",Legal Name,Stock Corporation,"P.O. BOX 1701, HERNDON, VA, 20172 - 0000, USA",CARY   TOOR ,Inactive,
S1904822,INFOTEK ASSOCIATES LLC,Legal Name,Limited Liability Company,"12527 DARDANELLE CT, HERNDON, VA, 20170 - 0000, USA",FENG   GAO ,Active,
11459768,Ingenuity Healthcare Billing and Data Solutions LLC,Legal Name,Limited Liability Company,"131 Elden St Ste 212, Herndon, VA, 20170 - 4876, USA",Akhsuma  Alam ,Inactive,
11159908,IngenuityLT LLC,Legal Name,Limited Liability Company,"114 Pearl st, Herndon, VA, 20170, USA",Daniel Stephen Cilman ,Pending Inactive,
11256191,InkLanyards LLC,Legal Name,Limited Liability Company,"1204 Mosby Ct, Herndon, VA, 20170 - 3632, USA",Ajay Singh Thapa ,Inactive,
11042183,Inmate Fintech LLC,Legal Name,Limited Liability Company,"2127 Maleady Dr, Herndon, VA, 20170 - 4024, USA",Abdullah  Al-Imran ,Inactive,
07468085,"Inner Analytics, Inc.",Legal Name,Stock Corporation,,MASOUD   PIRNAZAR ,Inactive,
S6115762,"INNER Innovations Home Improvements, LLC",Legal Name,Limited Liability Company,"955 BAYSHIRE CT, HERNDON, VA, 20170 - 0000, USA",FRANCISCO JAVIER CALVO   MONTERO ,Active,
06428908,InnoTech Solutions Inc.,Legal Name,Stock Corporation,"1302 BOULDER CREST COURT, HERNDON, VA, 20170 - 0000, USA",BLAKE   PAYNE ,Active,
S3194034,"Innovate Biotech, LLC",Legal Name,Limited Liability Company,"620 HERNDON PKWY STE 320, HERNDON, VA, 20170 - 0000, USA",GERARD   ELDERING ,Inactive,
S7790548,"Innovated Painting Services, LLC",Legal Name,Limited Liability Company,"1122 Stevenson Ct, Herndon, VA, 20170 - 0000, USA",LATEEF   BENJAMIN ,Inactive,
S4692143,"Innovated Services, LLC",Legal Name,Limited Liability Company,"1122 STEVENSON CT, HERNDON, VA, 20170 - 0000, USA",NATHALIE   OWENS ,Inactive,
11622775,InnovateHub LLC,Legal Name,Limited Liability Company,"42496 Invergordon Ter, Sterling, VA, 20166 - 2790, USA",Divya Reddy  Seri ,Active,
S5503968,"Innovatetech Holdings, LLC",Legal Name,Limited Liability Company,"620 Herndon Parkway, Suite 320, Herndon, VA, 20170 - 0000, USA",GERARD E   ELDERING ,Inactive,
S3959212,Innovation Agency LLC,Legal Name,Limited Liability Company,"1107 Hertoford Street, Herndon, VA, 20170 - 0000, USA",ALEX   VARGAS ,Inactive,
07899719,Innovation Technology Corp.,Legal Name,Stock Corporation,"1102 SUGAR MAPLE LN., HERNDON, VA, 20171 - 0000, USA",WEI   YUAN ,Active,
S1194044,"Innovative Benefit Solutions, L.L.C.",Legal Name,Limited Liability Company,"1431 FLYNN CT, HERNDON, VA, 20170 - 0000, USA",CLIFFORD DOUGLAS   SAMODUROV ,Inactive,
06209415,"INNOVATIVE DIMENSIONS, INC.",Legal Name,Stock Corporation,"11659 GILMAN LANE, HERNDON, VA, 20170 - 0000, USA",JOSHUA   JORDAN ,Inactive,
S2824524,Innovative Learning Services L.L.C.,Legal Name,Limited Liability Company,"2472 MAHOGANY TREE LN, HERNDON, VA, 20171 - 0000, USA",RICHARD   CULATTA ,Inactive,
S5675329,Innovative Learning Services LLC,Legal Name,Limited Liability Company,"1509 Kings Valley Ct, Herndon, VA, 20170 - 0000, USA",RICHARD   CULATTA ,Active,
S2274308,"Innovative Minds in Technology, LLC",Legal Name,Limited Liability Company,"1102 WHITWORTH CT, HERNDON, VA, 20170 - 0000, USA",GISELLE   BRYAN ,Inactive,
S0511461,"Innovative Protection Solutions, LLC",Legal Name,Limited Liability Company,"1302 CROSSTITCH DRIVE, HERNDON, VA, 20170 - 0000, USA",KEVIN E   PETERSON ,Inactive,
11769788,innoverse llc,Legal Name,Limited Liability Company,"800 3rd St Ste 100, Herndon, VA, 20170, USA",Nan  Zaman ,Active,
S6903043,INNSCITE LLC,Legal Name,Limited Liability Company,"1496 Powells Tavern Pl, Herndon, VA, 20170 - 0000, USA",SIVANESAN   DAKSHANAMURTHY ,Active,
11642854,INSHA COLLETION LLC,Legal Name,Limited Liability Company,"2127 MALEADY DR, Herndon, VA, 20170, USA",NAVEED  TARIQ ,Active,
11582595,Inside Out Inspections LLC,Legal Name,Limited Liability Company,"11580 Southington Ln, Herndon, VA, 20170, USA",Timothy Michael Burke ,Active,
11139370,INSOURCE IT SOLUTIONS LLC,Legal Name,Limited Liability Company,"1210 Bond st, Herndon, VA, 20170, USA",Alam Zeb Aurangzeb ,Active,
11429476,INSOURCE SYSTEMS INC.,Legal Name,Stock Corporation,"1210 Bond St, Herndon, VA, 20170 - 3527, USA",ALAMZEB  AURANGZEB ,Inactive,
S7408489,"Instant Peak, LLC",Legal Name,Limited Liability Company,"43835 Eagle Bend Sq Unit 401, Leesburg, VA, 20176 - 1212, USA",Hyder  Cheema ,Pending Inactive,
11065565,Institute of Human Memory Development International LLC,Legal Name,Limited Liability Company,"1183 Cypress Tree Pl, Herndon, VA, 20170 - 4135, USA",Sania   Alam ,Active,
S5013059,INSURANCE CENTER AGENCY LLC,Legal Name,Limited Liability Company,"1110 ELDEN ST, SUITE 107D, HERNDON, VA, 20170 - 0000, USA",RICARDO ANTONIO   BARRIGA ,Inactive,
11506452,INSURANCE CENTER AGENCY LLC,Legal Name,Limited Liability Company,"299 Herndon Pkwy Ste 308, Herndon, VA, 20170 - 4467, USA",RICARDO ANTONIO BARRIGA ,Active,
11024857,"Intact Technology, Inc.",Legal Name,Stock Corporation,"12700 Sunrise Valley Dr Ste 410, Reston, VA, 20191 - 5808, USA",Marianne  Gage ,Active,
11804897,Integral Services LLC,Legal Name,Limited Liability Company,"749 Cordell Way, Herndon, VA, 20170, USA",Silvia Margaret Villarroel ,Active,
S4635613,Integrated Healing Studio LLC,Legal Name,Limited Liability Company,"453 A Carlisle Drive, Herndon, VA, 20170 - 0000, USA",KATHERINE VICKERS   DERISO ,Active,
S7635016,"Integrated Strategy Partners, LLC",Legal Name,Limited Liability Company,"9312 Jan St, Manassas Park, VA, 20111 - 0000, USA",CHERICA DANIELLE   IBARRA ,Inactive,
11046034,"Integritas Leadership & Resilience Solutions, LLC",Legal Name,Limited Liability Company,"12613 Terrymill Dr, Herndon, VA, 20170 - 2874, USA",Noreen  Forcelli ,Active,
S6941787,Intelligence in Motion LLC,Legal Name,Limited Liability Company,"1116 Clinch Road, Herndon, VA, 20170 - 0000, USA",OLIVIER SERGE   MEYER ,Inactive,
02506004,"INTELLIGENCE PRESS, INC.",Legal Name,Stock Corporation,"22648 Glenn Dr Ste 305, Sterling, VA, 20164 - 4448, USA",Alexander  Steis ,Active,
S5817152,Intelligent Solutions Management LLC,Legal Name,Limited Liability Company,"804 Sycamore Ct, Herndon, VA, 20170 - 0000, USA",THOMAS C   SWEENEY ,Inactive,
05754916,INTELLIGENT TECHNOLOGIES INC.,Legal Name,Stock Corporation,"205 Van Buren St Ste 120, Herndon, VA, 20170 - 5336, USA",SOHRAB   ZAMANI ,Active,
11641989,"Intelogee, LLC",Legal Name,Limited Liability Company,"549 Van Buren St, Herndon, VA, 20170, USA",Justin  Probst ,Pending Inactive,
11800012,"Intenshenal, LLC",Legal Name,Limited Liability Company,"12531 Browns Ferry Rd, Herndon, VA, 20170 - 5711, USA",Talei T Moore ,Active,
11717352,Intentionally by Design LLC,Legal Name,Limited Liability Company,"502 PEMBROOK CT, Herndon, VA, 20170, USA",Uzma  Unus ,Active,
S2576330,Inter-Continental Logistics LLC,Legal Name,Limited Liability Company,"1350 WINGS COURT, GARDEN CITY, GA, 31408 - 0000, USA",ROBERT B   WALKER ,Active,
S3240340,Inter-Struct LLC,Legal Name,Limited Liability Company,"724 VAN BUREN ST, HERNDON, VA, 20170 - 0000, USA",SADIA   MIR ,Inactive,
S6653432,"Intercultural Communication Advisors, LLC",Legal Name,Limited Liability Company,"198 Laurel Way, Unit 1B, Herndon, VA, 20170 - 0000, USA",SOPHIA JUNNET   AHMAD ,Inactive,
06315212,INTERFOCUS MUSIC INCORPORATED,Legal Name,Stock Corporation,"12414 WILLOW FALLS DRIVE, HERNDON, VA, 20170 - 0000, USA",WILLIAM R   LANDRUM ,Inactive,
S3496371,"INTERIOR FINISHING, LLC",Legal Name,Limited Liability Company,"900 STATION ST, HERNDON, VA, 20170 - 0000, USA",JUAN CARLOS   BLANCO ,Inactive,
11433216,"Interior Renovation, LLC",Legal Name,Limited Liability Company,"900 Station St, Herndon, VA, 20170, USA",Juan Carlos  Blanco ,Inactive,
03899747,"INTERIORS BY DESIGN, INC.",Legal Name,Stock Corporation,"11593 Cedar Chase Rd, Herndon, VA, 20170 - 2475, USA",KAREN ANNE   JOSEPH ,Active,
07396377,interlearn inc.,Legal Name,Stock Corporation,"1426 BAYSHIRE LANE, HERNDON, VA, 20170 - 0000, USA",N V   WICKRAMASINGHE ,Inactive,
08021966,International College of Kundalini Yoga Inc.,Legal Name,Stock Corporation,"11654 PLAZA AMERICA DR #707, RESTON, VA, 20190 - 0000, USA",DARSHAN S   KHALSA ,Inactive,
07516792,International Concierge Services Inc.,Legal Name,Stock Corporation,"555 Grove St Ste 102, Herndon, VA, 20170 - 4728, USA",HATIM   ABUSIN ,Active,
S2245365,International Consulting Group LLC,Legal Name,Limited Liability Company,"2155 ASTORIA CIR #112, HERNDON, VA, 20170 - 0000, USA",CHARLES E   HANFORD ,Inactive,
S7152145,"International Insights, LLC",Legal Name,Limited Liability Company,"2102 Capstone Cir., Herndon, VA, 20170 - 0000, USA",DANIEL   FRIEDHEIM ,Inactive,
08243214,"International Interfaith Cooperation for ReligiousFreedom, Inc.",Legal Name,Nonstock Corporation,,NAAEM   BAIG ,Inactive,
07400567,"INTERNATIONAL INTERFAITH PEACE CORPS, INC.",Legal Name,Nonstock Corporation,"560 Herndon Pkwy Ste 212, Herndon, VA, 20170 - 5246, USA",IMRANA A   UMAR ,Active,
