Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11311074,OTD BirdsEye LLC,Legal Name,Limited Liability Company,"319 Corvette Dr, Williamsburg, VA, 23185, USA",Corey  Reeves ,Active,
11305276,OTD Enterprise LLC,Legal Name,Limited Liability Company,"319 Corvette Dr, Williamsburg, VA, 23185 - 5337, USA",Corey  Reeves ,Inactive,
S0913089,"Otey, LLC",Legal Name,Limited Liability Company,"485 MCLAWS CIRCLE, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID W  OTEY JR ,Active,
11426380,OTJFO Properties LLC,Legal Name,Limited Liability Company,"2492 Manion Dr, Williamsburg, VA, 23185 - 1496, USA",Judith  D. Olver ,Active,
S8494595,"OTW TECH PREP, LLC",Legal Name,Limited Liability Company,"13334 Lawnes Court, Smithfield, VA, 23430 - 0000, USA",DANIEL   GASINK ,Active,
11294232,Our Legacy,Legal Name,Nonstock Corporation,"1922 Algonquin Trl, Williamsburg, VA, 23185, USA",Hosea  Hardin ,Active,
11244842,"OUR SLOW TRAVEL, LLC",Legal Name,Limited Liability Company,"944 GABION WAY, Chesapeake, VA, 23323, USA",MATTHEW WESTCOTT SMITH ,Active,
11350230,Outdoor Hospitality Solutions LLC,Legal Name,Limited Liability Company,"4000 Newman Rd, Williamsburg, VA, 23188 - 2188, USA",Sheldon M Franck ,Pending Inactive,
11473943,overallexcellence llc,Legal Name,Limited Liability Company,"1320 Richmond Rd # 1121, Williamsburg, VA, 23185 - 2831, USA",SHANTE  SPRUILL ,Inactive,
S2091322,"Overflow, LLC",Legal Name,Limited Liability Company,"4313 New Town Ave, Williamsburg, VA, 23188 - 0000, USA",William M Boothe Jr.,Active,
08116113,Overland Gear Exchange Inc.,Legal Name,Stock Corporation,"704 RICHMOND RD., WILLIAMSBURG, VA, 23185 - 0000, USA",MICHAEL ANDREW   WHITING ,Inactive,
11641371,Overt Energy LLC,Legal Name,Limited Liability Company,"1 Cole Ln, Williamsburg, VA, 23185, USA",Caleb Taliaferro Rogers ,Pending Inactive,
S3786722,Owens Business Ventures LLC,Legal Name,Limited Liability Company,"290 D Patriot Lane, Williamsburg, VA, 23185 - 0000, USA",BRIAN   OWENS ,Inactive,
06074470,"OWENS MECHANICAL, INC.",Legal Name,Stock Corporation,"8395 RICHMOND RD, TOANO, VA, 23168 - 0000, USA",WILLIAM R   BLAND ,Inactive,
S4723468,"Ox Nest Studios, LLC",Legal Name,Limited Liability Company,"103 K Windsor Lane, Williamsburg, VA, 23185 - 0000, USA",DANIEL C.   GASINK ,Inactive,
S0138653,"P & M AVIATION, L.C.",Legal Name,Limited Liability Company,"809 RICHMOND RD., WILLIAMSBURG, VA, 23185 - 0000, USA",J F  PHILLIPS JR ,Inactive,
11784834,"P & N OF HILTON, LLC",Legal Name,Limited Liability Company,"3936 Colony Pointe Dr, Chesapeake, VA, 23321 - 6300, USA",Spencer M. Baxter ,Active,
03161494,"P & P TILE COMPANY, INC.",Legal Name,Stock Corporation,"3335 HOLLY FORK ROAD, BARHAMSVILLE, VA, 23011 - 0000, USA",DAVID W  OTEY JR ,Inactive,
07181191,"P&B All American Realty, Inc.",Legal Name,Stock Corporation,"101 LINCOLNSHIRE, WILLIAMSBURG, VA, 23188 - 0000, USA",ROBERT R   SMOLKO ,Pending Inactive,
S4958858,P&MHauling&Landscaping LLC,Legal Name,Limited Liability Company,"5800 Persimmon Pl, Williamsburg, VA, 23185 - 0000, USA",PERCY W  BROWN JR ,Active,
S0700049,"P.P. and D. Tennis Camp, L.L.C.",Legal Name,Limited Liability Company,"2726 PERSIMMON PLACE, WILLIAMSBURG, VA, 23185 - 0000, USA",STUART D   SPIRN ,Inactive,
04506168,"P.W. DEVELOPMENT, INC.",Legal Name,Stock Corporation,"PO BOX 415, NORGE, VA, 23127 - 0000, USA",John D. Konstantinou ,Active,
11433182,P5 Corp.,Legal Name,Stock Corporation,"25 Winster Fax, Williamsburg, VA, 23185, USA",Pelham L. Felder V,Active,
S1048067,"Pacesetter Management Group, LLC",Legal Name,Limited Liability Company,"323 ALEXANDER LEE PKWY, WILLIAMSBURG, VA, 23185 - 0000, USA",JOHN F  HOPKINS JR ,Inactive,
11600068,PACIFIC LANDFALL LLC,Legal Name,Limited Liability Company,"104 Col Frederick Jones, WILLIAMSBURG, VA, 23185, USA",Chance  Butler ,Active,
S0697963,Packets LLC,Legal Name,Limited Liability Company,"212 PACKETS CT STE C, WILLIAMSBURG, VA, 23185 - 0000, USA",T CHRISTIAN   HENDERSON ,Inactive,
S8150361,Paddles Up LLC,Legal Name,Limited Liability Company,"4753 Captain John Smith Road, Williamsburg, VA, 23185 - 0000, USA",HOPE RACHEL   VENUS ,Inactive,
S5893997,"PadroomElec, LLC",Legal Name,Limited Liability Company,"4004 Governors SQ. Apt. 10, Williamsburg, VA, 23188 - 0000, USA",DUN   ZHANG ,Inactive,
03939139,PAGE LANDING HOMES ASSOCIATION,Legal Name,Nonstock Corporation,"PO BOX 2751, WILLIAMSBURG, VA, 23187 - 2751, USA",KATIE   PLUM ,Pending Inactive,
S2222323,"Page Street Associates, L.L.C.",Legal Name,Limited Liability Company,"212 PACKETS CT STE C, WILLIAMSBURG, VA, 23185 - 0000, USA",T CHRISTIAN   HENDERSON ,Inactive,
S8475453,Pahoehoe Consulting LLC,Legal Name,Limited Liability Company,"12 Cherbourg Dr, Newport News, VA, 23606, USA",BRENT   WOODHOUSE ,Inactive,
S5741485,"Paint & Moore, LLC",Legal Name,Limited Liability Company,"504 Capitol Landing Rd., Williamsburg, VA, 23185 - 0000, USA",FLOYD  MOORE III ,Inactive,
S4394765,"Painting By Keith L Hartman, LLC",Legal Name,Limited Liability Company,"16586 Eltham Road, Lanexa, VA, 23089 - 0000, USA",JOHN   KONSTANTINOU ,Inactive,
11021214,Pair of Jacks Incorporated,Legal Name,Stock Corporation,"2268 Moonlight Pt, Williamsburg, VA, 23185, USA",Jessica  Steeg ,Inactive,
11683376,Palabra Viva,Legal Name,Nonstock Corporation,"455 Merrimac Trl Ste H, Williamsburg, VA, 23185 - 4866, USA",Jose  Lemus ,Active,
11092918,"Paleto Bay Partners, LLC",Legal Name,Limited Liability Company,"4029 Ironbound Rd Ste 100, Williamsburg, VA, 23188 - 2549, USA",Andrew M Franck ,Active,
S1780032,"PALLAS-ATHENA GROUP, LLC",Legal Name,Limited Liability Company,"703 MARLBANK DR, YORKTOWN, VA, 23692 - 0000, USA",JOHN E  SHEPHARD JR ,Active,
S4255263,"Palma Enterprises, LLC",Legal Name,Limited Liability Company,"936 E. SPARROW ROAD, VIRGINIA BEACH, VA, 23464 - 0000, USA",JEREMY   JOHNSON ,Active,
S6929477,Palmer 5 LLC,Legal Name,Limited Liability Company,"133 William Claiborne, Williamsburg, VA, 23185 - 0000, USA",JAMES  PALMER JR ,Inactive,
S0078024,"PALMER AND PALMER CO., L.C.",Legal Name,Limited Liability Company,"108 JOHN WICKHAM, WILLIAMSBURG, VA, 23185 - 0000, USA","NOAH H.  PALMER, IV ",Active,
11112192,Palmore Security Services LLC,Legal Name,Limited Liability Company,"800 E Rochambeau Dr Ste 279, Williamsburg, VA, 23188 - 9006, USA",Virginia  Bennett ,Active,
S1083411,"PALOMINO ENTERTAINMENT GROUP, L.L.C.",Legal Name,Limited Liability Company,"157 JOHN ROLFE LN, WILLIAMSBURG, VA, 23185 - 0000, USA",VICTORIA   RACIMO ,Inactive,
04392841,"Pamela Cappetta, Ed.D., P.C.",Legal Name,Stock Corporation,"491 McLaws Cir Ste 3A, Williamsburg, VA, 23185 - 6342, USA",PAMELA   CAPPETTA ,Active,
S2084491,"Pamela J. Young, LLC",Legal Name,Limited Liability Company,"108 ARCHERS HOPE DR, WILLIAMSBURG, VA, 23185 - 4406, USA",PAMELA J   YOUNG ,Inactive,
11394434,Panda Bear Crafting LLC,Legal Name,Limited Liability Company,"910 Penniman Rd, Williamsburg, VA, 23185 - 5415, USA",Sharon Ann Hill ,Active,
11608964,Pandaemonium LLC,Legal Name,Limited Liability Company,"212 Tyler Brooks Dr, Williamsburg, VA, 23185, USA",salvatore thomas spano ,Inactive,
11132253,"Pane E Vino, LLC",Legal Name,Limited Liability Company,"416 Boltons Mill Pkwy, Williamsburg, VA, 23185 - 5296, USA",Paul  Caciula ,Active,
11307756,Panorama Manor LLC,Legal Name,Limited Liability Company,"1177 Jamestown Rd, Williamsburg, VA, 23185 - 3315, USA",Andrew M Franck ,Active,
S7869375,Pansophico LLC,Legal Name,Limited Liability Company,"901 CAPITOL LANDING ROAD, SUITE 8H, WILLIAMSBURG, VA, 23185 - 0000, USA",GERALD J   TILK ,Active,
11794725,Pansophico Pannonia LLC,Legal Name,Limited Liability Company,"901 Capitol Landing Rd Ste 8H, Williamsburg, VA, 23185 - 4326, USA",Gerald  Tilk ,Active,
S5652344,"Papa Siciliano Real Estate, LLC",Legal Name,Limited Liability Company,"5273 JOHN TYLER HIGHWAY, WILLIAMSBURG, VA, 23185 - 0000, USA",NANCY L   WILLIAMS ,Active,
01570704,"PAPARIS AND PAPARIS, INC.",Legal Name,Stock Corporation,"712 YORK ST, WILLIAMSBURG, VA, 23185 - 0000, USA",ELIAS A   PAPARIS ,Active,
01491927,"PAPARIS ENTERPRISES, INC.",Legal Name,Stock Corporation,"700 YORK ST, WILLIAMSBURG, VA, 23185 - 0000, USA",ELIAS A   PAPARIS ,Inactive,
11492799,"Paper Angel, LLC",Legal Name,Limited Liability Company,"103 Greenwood Dr, Williamsburg, VA, 23185 - 4903, USA",Jennifer Lynn Phinney ,Active,
S5063377,"PAPER TRAILS, LLC",Legal Name,Limited Liability Company,"240 ENTERPRISE DR, NEWPORT NEWS, VA, 23603 - 0000, USA",HELENA S   MOCK ,Active,
S7904818,Papillon QMHP Services LLC,Legal Name,Limited Liability Company,"1620 Skiffes Creek Circle, Williamsburg, VA, 23185 - 0000, USA",MARYA   FAISON ,Inactive,
S6821344,Papsr4me Marketing LLC,Legal Name,Limited Liability Company,"4962 John Tyler Hwy, Williamsburg, VA, 23185 - 0000, USA",SHIRLEY FRANCES   MYALL ,Inactive,
S1904202,"Paradise Found, LLC",Legal Name,Limited Liability Company,"1315 MOORE HOUSE RD, YORKTOWN, VA, 23690 - 0000, USA",JAMES J   KNICELY ,Inactive,
S6693784,"Paradise Road, LLC",Legal Name,Limited Liability Company,"18057 Cypress Crossing, Smithfield, VA, 23430 - 0000, USA",JEREMY C.   JOHNSON ,Pending Inactive,
07821077,"PARADOX EXECUTIVE, LTD.",Legal Name,Stock Corporation,"105 OXFORD RD, WILLIAMSBURG, VA, 23185 - 0000, USA",THOMAS J   NORBUTUS ,Active,
S7754916,Parallel Universe LLC,Legal Name,Limited Liability Company,"522 Neck O Land Rd., Williamsburg, VA, 23185 - 0000, USA",CLAYTON   PALMER ,Inactive,
S2632000,"PARAMOUNT LAWN SERVICES, L.L.C.",Legal Name,Limited Liability Company,"104 HARROPS GLEN, WILLIAMSBURG, VA, 23185 - 0000, USA",JESSICA   DAMON ,Active,
S4464170,"Paramount Tree Services, LLC",Legal Name,Limited Liability Company,"104 Harrops Glen, Williamsburg, VA, 23185 - 0000, USA",JESSICA   DAMON ,Inactive,
01339985,PARENT-CHILD DEVELOPMENT CORPORATION,Legal Name,Nonstock Corporation,"602 Main St, PO Box 799, West Point, VA, 23181 - 0799, USA",Jim  Hannon ,Active,
S7069794,Parenting SCIL of Williamsburg LLC,Legal Name,Limited Liability Company,"109 HOLLY RD, WILLIAMSBURG, VA, 23185 - 0000, USA",SEAN   DAVIS ,Active,
S6727269,"Park Street Research, LLC",Legal Name,Limited Liability Company,"116 Washington Street, Williamsburg, VA, 23185 - 0000, USA",MARCIA K   BIGNALL ,Inactive,
11299227,Parker & Peony Consignment Boutique LLC,Legal Name,Limited Liability Company,"131 Hunter Ln, Williamsburg, VA, 23185 - 5060, USA",Janice Parker Chisholm ,Active,
S7197751,Parker Marketing LLC,Legal Name,Limited Liability Company,"337 McLaws Circle, Suite 2, Williamsburg, VA, 23185 - 0000, USA","AGNEW  SWYNFORD, III ",Inactive,
S5672433,"Parkhouse Associates, LLC",Legal Name,Limited Liability Company,"1592 Penniman Rd Ste A, Williamsburg, VA, 23185 - 5853, USA",JASON   PARKHOUSE ,Active,
S3458215,Parkside Builders L.L.C.,Legal Name,Limited Liability Company,"3133 PARKSIDE LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",JOHN KEVIN   MICHALOWSKI ,Inactive,
11104946,"Parkway Center, LLC",Legal Name,Limited Liability Company,"487 McLaws Cir Ste 2, Williamsburg, VA, 23185 - 5672, USA",James J. Knicely ,Active,
S8634562,Parkway Dental Laboratory LLC,Legal Name,Limited Liability Company,"214 PARKWAY DR, WILLIAMSBURG, VA, 23185 - 0000, USA",DIANA   POPA ,Active,
S6929980,Parkway Printshop LLC,Legal Name,Limited Liability Company,"537 Second St, Williamsburg, VA, 23185 - 0000, USA",JARED   CHUBB ,Active,
S6682498,"Parrish Hill Schoolhouse, LLC",Legal Name,Limited Liability Company,"12631 John Tyler Memorial Highway, Charles City, VA, 23030 - 0000, USA",SPENCER M   BAXTER ,Inactive,
04365763,"PARSLEY SEPTIC TANK, INC.",Legal Name,Stock Corporation,"9414 DIASCUND RESERVOIR RD, LANEXA, VA, 23089 - 0000, USA",J. STEPHEN   ROBERTS ,Active,
11077956,Parties Galore Cakes & More LLC,Legal Name,Limited Liability Company,"455 Merrimac Trl Ste C, Williamsburg, VA, 23185 - 4866, USA",Teirra  Caines ,Inactive,
11762154,Partners Siding LP,Legal Name,Limited Partnership,"149 Burgess St, Williamsburg, VA, 23185, USA",Samuel Antonio Gonzalez Monroy ,Active,
S3906619,Paruze LLC,Legal Name,Limited Liability Company,"3021 Camrose Drive Suite-A, Williamsburg, VA, 23185 - 0000, USA",JOHN C.   CORNETT ,Inactive,
11079951,Parvusoft LLC,Legal Name,Limited Liability Company,"168 John Rolfe Ln, Williamsburg, VA, 23185, USA",Leopold B Strahs ,Inactive,
S1817487,"PASCHING, LLC",Legal Name,Limited Liability Company,"2400 PATES CREEK, WILLIAMSBURG, VA, 23185 - 0000, USA",CHRIS   PASCHOLD ,Inactive,
11606986,Passionate Care Staffing Agency LLC,Legal Name,Limited Liability Company,"505 Henderson St, Williamsburg, VA, 23185 - 3638, USA",Natasha   Ashby ,Inactive,
11708814,Pastries By Kay LLC,Legal Name,Limited Liability Company,"100 WINDSOR LN APT D, Williamsburg, VA, 23185, USA",Kayla  Ortner ,Active,
11454233,Pat Gamby LLC,Legal Name,Limited Liability Company,"5548 Brixton Rd, Williamsburg, VA, 23185, USA",Patricia  Gamby ,Active,
S3417500,"PATENTS AND TECHNOLOGY, LLC",Legal Name,Limited Liability Company,"320 HALIFAX ST, DANVILLE, VA, 24540 - 0000, USA","BAMBI FAIVRE WALTERS, PC",Inactive,
11093834,Pathfinder Leadership LLC,Legal Name,Limited Liability Company,"3993 Longhill Station Rd, Williamsburg, VA, 23188 - 7368, USA",Stuart D Spirn ,Inactive,
11060023,Pathmark Consulting & Design LLC,Legal Name,Limited Liability Company,"33 Yeardleys Grant, Williamsburg, VA, 23185 - 6529, USA",Arthur Elmon Spooner Jr.,Active,
11729242,"Pathway Consultants, LLC",Legal Name,Limited Liability Company,"1490 Quarterpath Rd Ste 117, Williamsburg, VA, 23185 - 6544, USA",Demi  De La Vega ,Active,
11109889,"Patricia S. Roberts, RN, PMHCNS, PLLC",Legal Name,Limited Liability Company,"905 Richmond Rd, WILLIAMSBURG, VA, 23185, USA","J. Stephen Roberts, Sr., P.C.",Inactive,
S8149421,"Patrick and Courtney Costello, LLC",Legal Name,Limited Liability Company,"20814 Miranda Falls Square, Sterling, VA, 20165 - 0000, USA",Trey T. Parker ,Inactive,
11042948,"Patrina Walker, LLC",Legal Name,Limited Liability Company,"114 Corvette Dr, Williamsburg, VA, 23185 - 5284, USA",Patrina  Walker ,Active,
S2824748,"Patriot Associates, LLC",Legal Name,Limited Liability Company,"104 CROCKER PL, WILLIAMSBURG, VA, 23185 - 0000, USA",JON G   JAMES ,Inactive,
T0552101,"PATRIOT CONSTRUCTION SERVICES, LLC",Legal Name,Limited Liability Company,"10 BROAD STREET 2ND FL, RED BANK, NJ, 07701 - 0000, USA",KRIS J   LUKOWITZ ,Inactive,
11822866,"PATRIOT HEART ENTERPRISES, LLC",Legal Name,Limited Liability Company,"300 Whitworth Way Apt 300, Williamsburg, VA, 23185, USA",Frances Marie Ashby ,Active,
11016897,"Patriot Infinity Resources, LLC",Legal Name,Limited Liability Company,"203 Pinetree  Rd, Williamsburg, VA, 23185, USA",Cynthia  Brown ,Inactive,
T0447641,"Patriot Medical Offices, LLC",Legal Name,Limited Liability Company,"1978 HENDERSONVILLE RD STE 130, ASHEVILLE, NC, 28803 - 0000, USA",STEPHEN   SHIELD ,Active,
S5937190,"Patriot One of Virginia, LLC",Legal Name,Limited Liability Company,"300-E Patriot Lane, Williamsburg, VA, 23185 - 0000, USA",DAVID WILLIAM   YURKOVICH ,Inactive,
S6803128,"Patriot One of Virginia, LLC",Legal Name,Limited Liability Company,"376 Merrimac Trail #113, Williamsburg, VA, 23185 - 0000, USA","DAVID YURKOVICH HOLDINGS, LLC",Inactive,
S5936341,"Patriot One, LLC",Legal Name,Limited Liability Company,"300-E Patriot Lane, Williamsburg, VA, 23185 - 0000, USA",DAVID WILLIAM   YURKOVICH ,Inactive,
11113818,Patriot Painting & Home Services LLC,Legal Name,Limited Liability Company,"109 YARDARM CT, Williamsburg, VA, 23185, USA",EMILY  SLACHETKA ,Inactive,
11139762,"Patriot Pro Services, Inc.",Legal Name,Stock Corporation,"2561 Banbury Ct, Hayes, VA, 23072 - 3466, USA",Robert M. Pfeifer ,Active,
11352484,"Patriot Shuttle, LLC",Legal Name,Limited Liability Company,"128 Randolphs Grn, Williamsburg, VA, 23185 - 6537, USA",Kurt  Kosco ,Active,
05957949,"Patriot Solutions, Inc.",Legal Name,Stock Corporation,"11073 WARWICK BLVD, STE G, NEWPORT NEWS, VA, 23185 - 0000, USA",JAMES E   VAIDEN ,Inactive,
05084702,"PATRIOT STEEL, INC.",Legal Name,Stock Corporation,"PO BOX 5248, WILLIAMSBURG, VA, 23188 - 0000, USA",STUART D   SPIRN ,Pending Inactive,
S3273242,"Patriot Ventures, LLC",Legal Name,Limited Liability Company,"1814 EBB COVE COURT, NEWPORT NEWS, VA, 23602 - 0000, USA",JEREMY C   JOHNSON ,Inactive,
07002454,"Patriot's Village Homeowners Association, Inc.",Legal Name,Nonstock Corporation,"P O BOX 1415, WEST POINT, VA, 23181, USA",ANDREW M   FRANCK ,Active,
S6242830,"Patriotic Pups Mobile Grooming, LLC",Legal Name,Limited Liability Company,"101 Gate House Blvd., Williamsburg, VA, 23185 - 0000, USA","COLONIAL CONNECTIONS, INC.",Inactive,
07505316,"PATRIOTIC SHOP, INC.",Legal Name,Stock Corporation,,ROBIN   MCNAMARA ,Inactive,
06561138,"Patriots Consultants, Inc.",Legal Name,Stock Corporation,"2800 STARLING DR, WILLIAMSBURG, VA, 23185 - 0000, USA",JIMMY   BYARS ,Inactive,
S4970721,"Patriots Medical Group, LLC",Legal Name,Limited Liability Company,"2009 Mara Park Place, Wililamsburg, VA, 23185 - 0000, USA",LUIS   LONG ,Inactive,
S8539274,"PATRONS OF ST. DEMETRIOS, L.L.C.",Legal Name,Limited Liability Company,"706 BYPASS ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",ANDREW M   FRANCK ,Active,
S1114851,PATSYS KIDS LLC,Legal Name,Limited Liability Company,"612 NEVAN ROAD #106B, VIRGINIA BEACH, VA, 23454 - 0000, USA",ROBERT M   PFEIFER ,Active,
04010229,"PAUL A. FISCELLA, P.C.",Legal Name,Stock Corporation,"172 The Maine, Williamsburg, VA, 23185 - 0000, USA",PAUL A   FISCELLA ,Active,
11519070,PAUL Consulting LLC,Legal Name,Limited Liability Company,"708 Goodwin St, Williamsburg, VA, 23185, USA",Paul  Radu ,Active,
05554522,"PAUL D. FORBES, INC.",Legal Name,Stock Corporation,"1760 RESTON PKWY STE 411, RESTON, VA, 20190 - 0000, USA",Jeremy C. Johnson ,Active,
04573895,"PAUL K. HARTMANN, INC.",Legal Name,Stock Corporation,"1323 JAMESTOWN ROAD #203, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID W  OTEY JR ,Inactive,
S7429352,"PAUL L. COREN AND JANET M. COREN, LLC",Legal Name,Limited Liability Company,"105 WILLIAM CLAIBORNE DR, WILLIAMSBURG, VA, 23185 - 0000, USA",HELENA S   MOCK ,Active,
08121527,PAUL S. WARD P.C.,Legal Name,Stock Corporation,"1769 Jamestown Rd Ste 103, Williamsburg, VA, 23185 - 2310, USA",PAUL S   WARD ,Active,
11067314,PAUL W FYFFE-BLAIR LLC,Legal Name,Limited Liability Company,"212 BRUTON DR , Williamsburg, VA, 23185, USA",PAUL  FYFFEBLAIR ,Inactive,
S3684372,Paull Vision Care PLLC,Legal Name,Limited Liability Company,"4541 VILLAGE PARK DR E, WILLIAMSBURG, VA, 23185 - 2407, USA",AMANDA   PAULL ,Inactive,
S2581413,"PAUSAN, LLC",Legal Name,Limited Liability Company,"3017 KITCHUMS CLOSE, WILLIAMSBURG, VA, 23185 - 0000, USA",SANDRA K   TREOLO ,Inactive,
S3577212,Paver Doctors LLC,Legal Name,Limited Liability Company,"203 BETHUNE DR, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID FRED   BARGLOF ,Inactive,
S6669479,Paw Lickin' Pastries LLC,Legal Name,Limited Liability Company,"100 Tarleton Bivouac, Williamsburg, VA, 23185 - 0000, USA",DANELLE RENEE   ORTON ,Inactive,
S1869934,PAWS & CLAWS PET SITTING SERVICE LLC,Legal Name,Limited Liability Company,"103 QUEENS CRESCENT, WILLIAMSBURG, VA, 23185 - 0000, USA",JOSHUA MICHAEL   DERRIG ,Active,
11114035,"Paws Up 4 Homes Fur Hounds, LLC",Legal Name,Limited Liability Company,"521Newport Ave, Williamsburg, VA, 23185, USA",Virginia Lea Lee ,Inactive,
S5498979,Pawsitive Pet Companions LLC,Legal Name,Limited Liability Company,"7134-B Duffie Drive, Williamsburg, VA, 23185 - 0000, USA",CHARLOTTE   HAWKINS ,Inactive,
S4259307,Pax Media & Consulting LLC,Legal Name,Limited Liability Company,"2921 Kitchums Pond Road, Williamsburg, VA, 23185 - 0000, USA",KEITH   SLOTTER ,Inactive,
11661780,PBJI LLC,Legal Name,Limited Liability Company,"121 Holly rd, Williamsburg, VA, 23185, USA",Paulynna Michele Sipos ,Pending Inactive,
S7506506,PBP Consulting LLC,Legal Name,Limited Liability Company,"210 Mershon Way, Williamsburg, VA, 23185, USA",GORDON WILLIAM   RIVERS ,Inactive,
06700660,"PC Doctor Computer Services, Inc.",Legal Name,Stock Corporation,"202 VINEYARD LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",KEVIN   HAMMOND ,Inactive,
07127947,PCH Transport Inc.,Legal Name,Stock Corporation,"593 CATESBY LN, WILLIAMSBURG, VA, 23185 - 0000, USA",STEVEN   HUNT ,Inactive,
S7662267,PCI Group LLC,Legal Name,Limited Liability Company,"402 London Company Way, Williamsburg, VA, 23185 - 0000, USA",SARAH   LARSEN ,Active,
11338990,PD ROOFING AND SERVICES LLC,Legal Name,Limited Liability Company,"15 Lafiete Ln, Williamsburg, VA, 23185 - 6121, USA",DENIS  WILFREDO  PENA FIGUEROA ,Inactive,
06507081,"PDK Fundraising, Inc.",Legal Name,Stock Corporation,"104 OAK RD., WILLIAMSBURG, VA, 23185 - 0000, USA",RANDALL S   HAWTHORNE ,Inactive,
S2331975,"PDL Duck, L.L.C.",Legal Name,Limited Liability Company,"106 PHOENIX CIRCLE, WILLIAMSBURG, VA, 23188 - 0000, USA",STUART D   SPIRN ,Active,
11810065,PDY Rolling LLC,Legal Name,Limited Liability Company,"201 Rolling Hills Dr, Williamsburg, VA, 23185 - 5909, USA",Ahmet Mahir Yanardag ,Active,
05889993,"PEACE HILL PRESS, INC.",Legal Name,Stock Corporation,"18101 the Glebe Ln, Charles City, VA, 23030 - 3827, USA",DANIEL C   GASINK ,Active,
11246374,"Peace Rental Properties, LLC",Designated Name,Limited Liability Company,"2511 Rockford Rd, Shelby, NC, 28152 - 8148, USA",Bray Knicely Law PLLC,Active,
S4883379,"Peace, Pyaar, and Yoga LLC",Legal Name,Limited Liability Company,"348 Archer's Mead, Williamsburg, VA, 23185 - 0000, USA",HEATHER DAWN   GUNTHERBERG ,Inactive,
S3293844,"PEACEFUL HEART YOGA & MORE, LLC",Legal Name,Limited Liability Company,"477 MCLAWS CIR STE 4, WILLIAMSBURG, VA, 23185 - 0000, USA",DENISE N   FERNANDES ,Active,
S8521629,Peaceful Mind LLC,Legal Name,Limited Liability Company,"491 McLaws Circle, Williamsburg, VA, 23185 - 0000, USA",UGUR   YILMAZ ,Active,
05022678,"PEACEFUL PATHWAYS, INC.",Legal Name,Stock Corporation,"3021 HERITAGE LANDING, WILLIAMSBURG, VA, 23185 - 0000, USA",DIANE L   GILBERT ,Inactive,
11151962,Peaceful Retreat LLC,Legal Name,Limited Liability Company,"100 Ensign John Utie, Williamsburg, VA, 23185, USA",Natasha Helena Anatolian  ,Active,
04375382,"PEACOCK HILL, INC.",Legal Name,Stock Corporation,"441 PRINCE GEORGE ST, WILLIAMSBURG, VA, 23185 - 0000, USA",BILLY   SCRUGGS ,Inactive,
S6333936,peacock painting company LLC,Legal Name,Limited Liability Company,"225 sir thomas lunsford dr., williamsburg, VA, 23185 - 0000, USA",DAVID ALLAN   ECKHARDT ,Inactive,
S2244475,"PEAK PERFORMANCE CONSULTING, LLC",Legal Name,Limited Liability Company,"111 Bulifants Blvd Ste A, Williamsburg, VA, 23188 - 5711, USA",ALEXANDER SASHA L  DIGGES JR ,Active,
11667376,"Peak Performance Services, LLC",Legal Name,Limited Liability Company,"200 Industrial Blvd Bldg 3, Toano, VA, 23168 - 9284, USA",Andrew M Franck ,Active,
S1721002,"PEAK PHYSICAL THERAPY, P.L.C.",Legal Name,Limited Liability Company,"344 MCLAWS CIRCLE, WILLIAMSBURG, VA, 23185 - 0000, USA",ALEXANDER L  DIGGES JR ,Active,
08068348,Peak State Performance Inc.,Legal Name,Stock Corporation,"925 CAPITOL LANDING RD STE B, WILLIAMSBURG, VA, 23185, USA",Kenneth  Earle ,Active,
S5989068,Pearce Property Repair LLC,Legal Name,Limited Liability Company,"3284 Reades Way, Williamsburg, VA, 23185 - 0000, USA",STEVEN   PEARCE ,Inactive,
S4772572,"Peas N Pod, LLC",Legal Name,Limited Liability Company,"3039 Whittaker Island Road, Williamsburg, VA, 23185 - 0000, USA",OLIVIA NEWMAN   MILLER ,Inactive,
S1057415,"Pebble Beach Properties, LLC",Legal Name,Limited Liability Company,"826 MAIN STREET, WEST POINT, VA, 23181 - 0000, USA",Bray Knicely Law PLLC,Active,
S6190039,"Pedersen & van den Hurk Enterprises, LLC",Legal Name,Limited Liability Company,"104 Winston Drive, Williamsburg, VA, 23185 - 0000, USA",JURRIAAN VAN DEN   HURK ,Inactive,
S4115988,"Pediatric Dental Specialists, PLLC",Legal Name,Limited Liability Company,"213 BULIFANTS BLVD STE B, WILLIAMSBURG, VA, 23188 - 0000, USA",RANA  GRAHAM-MONTAQUE DDS ,Active,
S5447497,"Peek of Joy 3D Ultrasound and Spa, LLC",Legal Name,Limited Liability Company,"103 Flintlock Rd, Williamsburg, VA, 23185 - 0000, USA",ARLEIGH MARIE   HATCHER ,Pending Inactive,
S2617787,"Pegasius Aviation, L.L.C.",Legal Name,Limited Liability Company,"2520 W WHITTAKER CLOSE, WILLIAMSBURG, VA, 23185 - 0000, USA",ZANE R   JOHNSON ,Inactive,
