Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
S7304472,JRMW LLC,Legal Name,Limited Liability Company,"1322 W 38th St, Norfolk, VA, 23508 - 0000, USA",JOHN   RIZZO ,Active,
S1063405,"JRSFP, LLC",Legal Name,Limited Liability Company,"1501 POWHATAN CT., NORFOLK, VA, 23508 - 0000, USA",J RANDOLPH   STOKES ,Active,
11096463,Juke Jive Sauce Co. LLC,Legal Name,Limited Liability Company,"428 Massachusetts Ave, Norfolk, VA, 23508, USA",Joseph  Pavey ,Inactive,
11168852,JulesPlag LLC,Legal Name,Limited Liability Company,"5009 Newport Ave, Norfolk, VA, 23508, USA",Shelley-Ann  Jules-Plag ,Active,
S4864122,JULIA SEMANTICS LLC,Legal Name,Limited Liability Company,"4211 MONARCH WAY STE 106, NORFOLK, VA, 23508 - 0000, USA",ERIC W.   WEISEL ,Active,
07685282,"JUMPING HURDLES, INC.",Legal Name,Nonstock Corporation,"641 W 34TH ST, NORFOLK, VA, 23508 - 0000, USA",TARROD   CUNNINGHAM ,Inactive,
11284624,JumpStart for Youth LLC,Legal Name,Limited Liability Company,"817 W 37th St Apt 1, Norfolk, VA, 23508, USA",Letimothy  Cassell ,Inactive,
S6530515,Jungle Funk Studios LLC,Legal Name,Limited Liability Company,"411 W 28th Street Apt A, Norfolk, VA, 23508 - 0000, USA",KELVIN EVAN   WHITEHURST ,Inactive,
S3818509,"Just Right Janitorial Services, LLC",Legal Name,Limited Liability Company,"1090 West 35th Street, Norfolk, VA, 23508 - 0000, USA",MELITA JEWELL   SCOTT ,Inactive,
11784359,Just The Felt Tip LLC,Legal Name,Limited Liability Company,"834 44th St Apt 106, Norfolk, VA, 23508 - 2045, USA",Matthew  Zitman ,Active,
07262223,"JYWCO, Inc.",Legal Name,Stock Corporation,"830 WEST 39TH ST, NORFOLK, VA, 23508 - 0000, USA",Joseph Vincent O'Brien III,Active,
11327794,"K&N VACATIONS, LLC",Legal Name,Limited Liability Company,"841 W 35th St, Norfolk, VA, 23508, USA",KATERYNA  PAZZAGLIA KHOMENKO ,Inactive,
11264504,"K. Lee Express, LLC",Legal Name,Limited Liability Company,"407 W 38th St, Norfolk, VA, 23508 - 3254, USA",Kelcey Lee Settles Jr.,Inactive,
S8085815,K.O.L Business Solutions LLC,Legal Name,Limited Liability Company,"1317 W 25th St, Norfolk, VA, 23508 - 0000, USA",TAMMY   JOHNSON ,Inactive,
S1871401,"KAC Ventures, LLC",Legal Name,Limited Liability Company,"1207 S FAIRWATER DR, NORFOLK, VA, 23508 - 0000, USA",KAREN   CICCONE ,Inactive,
S6045100,Kala Homes LLC,Legal Name,Limited Liability Company,"1511 Lexington Ave., Apt. 8, New York, NY, 10029 - 0000, USA",CAROLINE ELISE DALLA   BETTA ,Inactive,
S4666790,KalChris Enterprises LLC,Legal Name,Limited Liability Company,"411 W.28th Street # A, Norfolk, VA, 23508 - 0000, USA",THERESA   SMITH ,Inactive,
S2759464,"KandiDish Investments, LLC",Legal Name,Limited Liability Company,"1347 WESTMORELAND AVE, NORFOLK, VA, 23508, USA",DAVID A   PETRI ,Active,
02712156,"Karpetcare, Inc.",Legal Name,Stock Corporation,"5445 POWHATAN AVE, NORFOLK, VA, 23508 - 0000, USA",STEPHEN H   BECK ,Active,
S7763701,"Kashe Fashion, LLC",Legal Name,Limited Liability Company,"731 W 29th Street, Norfolk, VA, 23508 - 0000, USA",KLONI   LUTTRELL ,Inactive,
S7691407,"Kat s Yoko, LLC",Legal Name,Limited Liability Company,"720 Carolina Ave, Norfolk, VA, 23508 - 0000, USA",PENEY   WILLIAMS ,Active,
S5671179,"Katherine Wallace, LLC",Legal Name,Limited Liability Company,"834 46TH ST, Norfolk, VA, 23508 - 0000, USA",KATHERINE   WALLACE ,Inactive,
05640149,"Kathy Knack Interior Designs, Inc.",Legal Name,Stock Corporation,"2200 Colonial Ave Ste 24, NORFOLK, VA, 23517 - 1934, USA",KATHY BARNES   KNACK ,Active,
11235450,KATT LLC,Legal Name,Limited Liability Company,"416 W 33rd St, Norfolk, VA, 23508 - 3221, USA",Tyrone  Upshur ,Active,
S8222533,Kaye's Unity Home Care LLC,Legal Name,Limited Liability Company,"519 W 35th St, P.O 363, Norfolk, VA, 23508 - 3101, USA",KIZZY   POWELL-JONES ,Active,
11019575,"KB Medical, LLC",Legal Name,Limited Liability Company,"533 NEW HAMPSHIRE AVE, Norfolk, VA, 23508, USA",KAREN  BLYTHE ,Inactive,
11375041,KC Walker LLC,Legal Name,Limited Liability Company,"127 S Thalia Rd, Virginia Beach, VA, 23452 - 1230, USA",Kevin  Santiago ,Inactive,
11758669,kcattmarie LLC,Legal Name,Limited Liability Company,"4600 Killam Ave, Norfolk, VA, 23508, USA",Cathryn Marie Christian ,Active,
11271702,Keep it Cute Accessories LLC,Legal Name,Limited Liability Company,"306 W 35th St Apt 4, Norfolk, VA, 23508 - 3249, USA",Dynasty   Maye ,Inactive,
11274839,KeiLet LLC,Legal Name,Limited Liability Company,"509 NEW YORK AVE, Norfolk, VA, 23508, USA",Keith  Brown ,Active,
S3682038,KELBRO CONSTRUCTION LLC,Legal Name,Limited Liability Company,"1215 WESTMORELAND AVE, NORFOLK, VA, 23508 - 0000, USA",ROBERT T   BROWN ,Inactive,
S4096204,"Keller Williams Hampton Roads, LLC",Legal Name,Limited Liability Company,"635 Connecticut Ave, Norfolk, VA, 23508 - 0000, USA",LAURA C   ROWE ,Inactive,
07716657,"Kellogg Management, Inc.",Legal Name,Stock Corporation,"5102 STUDELEY AVENUE, NORFOLK, VA, 23508 - 0000, USA",STEPHEN K   KELLOGG ,Inactive,
11613588,Kelvin Fuller Enterprises LLC,Legal Name,Limited Liability Company,"1321 W 26th St, Norfolk, VA, 23508 - 2323, USA",Kelvin J Fuller ,Inactive,
11799173,"Kennedy Commercial, LLC",Legal Name,Limited Liability Company,"1367 Cornwall Pl, Norfolk, VA, 23508 - 1152, USA",John  Kennedy ,Active,
11792155,"Kennedy Realty Group, LLC ",Legal Name,Limited Liability Company,"1240 Richmond Cres, Norfolk, VA, 23508 - 1126, USA",Joseph  M Kennedy ,Active,
S8514376,kennyskarpet and flooring LLC,Legal Name,Limited Liability Company,"1170 Lance road suit 204, norfolk, VA, 23502 - 0000, USA",DERELLE KENNETH   BROWN ,Inactive,
11766892,Kero Media LLC,Legal Name,Limited Liability Company,"641 W 35th St, Norfolk, VA, 23508 - 3103, USA",Keri  Rouse ,Active,
11358061,Keynetic Realty LLC,Legal Name,Limited Liability Company,"833 W 41st St, Norfolk, VA, 23508 - 2517, USA",Kieara  Lundy ,Pending Inactive,
11763593,Kharizmatic Enterprises,Legal Name,Nonstock Corporation,"1416 W 39th St, Norfolk, VA, 23508 - 2234, USA",Sonika  Tann-Kharizma ,Active,
S7617063,KHG LLC,Legal Name,Limited Liability Company,"875 44th St, norfolk, VA, 23508 - 0000, USA",KOPENHAVEN APTS LLC,Active,
S5723459,Kicks & Vibes LLC,Legal Name,Limited Liability Company,"3521 Colley Ave, Norfolk, VA, 23508 - 0000, USA",ANTHONY DOMINICK   FRATES ,Inactive,
11216759,Kilypso Motif LLC,Legal Name,Limited Liability Company,"854 W 38th St Apt J, Norfolk, VA, 23508 - 2600, USA",Sayonyah Lynn Askew ,Inactive,
S3238880,Kimmies LLC,Legal Name,Limited Liability Company,"719 W 36TH ST, NORFOLK, VA, 23508 - 0000, USA",KIM E   CLEMENTS ,Inactive,
07443583,Kimora Consultant Contractors Inc.,Legal Name,Stock Corporation,"1022 Billings St, Norfolk, VA, 23504 - 2504, USA",TERRELL   DAVIS ,Active,
11696126,Kinder Than Neccessary Inc.,Legal Name,Nonstock Corporation,"5215 Colley Ave Ste 126, Norfolk, VA, 23508 - 2172, USA","Consult with Me, LLC",Active,
11746134,King builders group llc,Legal Name,Limited Liability Company,"500 E Main St Fl 16, Norfolk, VA, 23510 - 2205, USA",Jonathan   King ,Active,
11247164,KING ENTERPRISES TRANSPORT SERVICES LLC,Legal Name,Limited Liability Company,"514 Carolina ave, Norfolk, VA, 23508, USA",Ricky  King ,Active,
11421056,KING PROPERTY DEVELOPMENT LLC ,Legal Name,Limited Liability Company,"1413 KOPEK CT , Hampton, VA, 23666, USA",ERIC   KING  ,Inactive,
11234049,King Williams Empire LLC,Legal Name,Limited Liability Company,"4415 Newport  Ave, Norfolk, VA, 23508, USA",William Thomas Holland 3rd,Inactive,
11328764,"King's Palace Early Childhood Center, LLC",Legal Name,Limited Liability Company,"413 W 32nd St, Norfolk, VA, 23508 - 3411, USA",Shenia  Hayes ,Active,
S3794809,Kingdom Consulting LLC,Legal Name,Limited Liability Company,"4412 Gosnold Ave, Norfolk, VA, 23508 - 0000, USA",MILTON THOMAS   STANSBURY ,Inactive,
11264339,kingdom healing international inc.,Legal Name,Nonstock Corporation,"863 W 38th St, Norfolk, VA, 23508 - 2613, USA",jaijuan abdula jones Sr.,Inactive,
11135420,Kingdom Healing Personal Care LLC,Legal Name,Limited Liability Company,"863 W 38th St, Norfolk, VA, 23508, USA",jaijuan abdula jones ,Inactive,
11790249,"Kinnie Marie, LLC",Legal Name,Limited Liability Company,"300 W 28th St , Norfolk, VA, 23508, USA",Kinnie  Marie  Carpenter  ,Active,
11723276,"Kinsale Creative Projects, LLC",Legal Name,Limited Liability Company,"255 College Cross Apt 61, Norfolk, VA, 23510 - 1139, USA",James Derek Turrietta ,Active,
11506375,KIRBYCO REALTY PROFESSIONALS LLC,Legal Name,Limited Liability Company,"419 W 29TH ST, Norfolk, VA, 23508, USA",JOLITA MARIE KIRBY ,Inactive,
11197045,kittysplayroom LLC,Legal Name,Limited Liability Company,"1501 W 41st St, Norfolk, VA, 23508 - 2203, USA",Veronica  blackwell ,Inactive,
S7361472,KJ Property Preservation LLC,Legal Name,Limited Liability Company,"719 W 36th St., Norfolk, VA, 23508 - 0000, USA",JAQUELL   WILLIAMS ,Inactive,
11356925,"Klean Sweep, LLC",Legal Name,Limited Liability Company,"1325 W 27th St, Norfolk, VA, 23508 - 2328, USA",Kyla  Johnson ,Inactive,
11181324,Klink Property Management LLC,Legal Name,Limited Liability Company,"4505 Colley Ave, Norfolk, VA, 23508, USA",Christopher  Olander ,Active,
S7278510,KMM Trinco JV LLC,Legal Name,Limited Liability Company,"811 48th St. Suite B, Norfolk, VA, 23508 - 0000, USA",JAY   CHEN ,Inactive,
11148178,KMP Data Consulting LLC,Legal Name,Limited Liability Company,"815 W 41st St, Norfolk, VA, 23508, USA",Kassandra Mae Miller ,Inactive,
11616130,"Knife Skills Life Skills, LLC",Legal Name,Limited Liability Company,"635 W 34th St, Norfolk, VA, 23508, USA",Stiles  Anderson ,Active,
S6049045,"Knot Too Late, LLC",Legal Name,Limited Liability Company,"5010 Newport Ave, Norfolk, VA, 23508 - 0000, USA",KIMBERLY   HAYWOOD ,Inactive,
S1205550,"Knotts Island Tower, LC",Legal Name,Limited Liability Company,"100 MEADOWBROOK POINT, NORFOLK, VA, 23505 - 0000, USA",ROBERT E  SCHLEGEL JR ,Inactive,
11011176,KO SmokeHouse2go  LLC,Legal Name,Limited Liability Company,"3375 Killam Ave, Norfolk, VA, 23508 - 3052, USA",Jermaine L Keene ,Inactive,
07439177,KOBE JAPANESE SUSHI HIBACHI INC.,Legal Name,Stock Corporation,"4820 HAMPTON BOULEVARD STE 3, NORFOLK, VA, 23508 - 0000, USA",QIFU   SUN ,Inactive,
11755780,Kohn Psychological Services LLC ,Legal Name,Limited Liability Company,"1119 Manchester Ave, Norfolk, VA, 23508 - 1244, USA",Michael L Kohn ,Active,
S5394632,Kontroversy Clothing LLC,Legal Name,Limited Liability Company,"18 locksley dr, hampton, VA, 23666 - 0000, USA",JOHNATHAN KELLY   MULLEN ,Inactive,
S7891510,Kool Kid Property Management LLC,Legal Name,Limited Liability Company,"420 West 31st Street, Norfolk, VA, 23508 - 0000, USA",DERWIN D   KINSTON ,Active,
11457297,Kooth USA LLC,Legal Name,Limited Liability Company,"1828 Walnut St Fl 3, Kansas City, MO, 64108 - 1835, USA",Tammy  Ramos ,Inactive,
11363044,"Kopino Hilltop, LLC",Legal Name,Limited Liability Company,"4669 South Blvd Ste 103, Virginia Beach, VA, 23452 - 1057, USA",Igor A Vaserfirer ,Pending Inactive,
S4260727,"Kopino, LLC",Legal Name,Limited Liability Company,"725 W 21ST STREET, NORFOLK, VA, 23517 - 0000, USA",Igor A Vaserfirer ,Active,
S6349957,"Korrin Vanderhoof, LCSW, LLC",Legal Name,Limited Liability Company,"534 Massachusetts Ave, Norfolk, VA, 23508 - 0000, USA",KORRIN   VANDERHOOF ,Active,
11257852,"Kozy Travel, LLC",Legal Name,Limited Liability Company,"3521 colley ave, Norfolk, VA, 23508, USA",Montrey  Shepard ,Inactive,
11026343,Kreative Customs LLC,Legal Name,Limited Liability Company,"521 W 28th St, Norfolk, VA, 23508 - 3305, USA",Sarah  Brisco ,Pending Inactive,
11043009,"KTC TIRE RECOVERY, LLC",Legal Name,Limited Liability Company,"4488 OLD MILL RD, Suffolk, VA, 23434, USA",Joseph Lee Stiles ,Inactive,
11415538,KURLY NA LLC,Legal Name,Limited Liability Company,"5508 Alson Dr Apt 72A, Norfolk, VA, 23508 - 1536, USA",Nahom  Paulos ,Inactive,
11732088,Kuro Kenji LLC,Legal Name,Limited Liability Company,"822 43rd St, Norfolk, VA, 23508 - 2504, USA",Blake  Brown ,Active,
S6003208,KUVA Collaborative Media LLC,Legal Name,Limited Liability Company,"511 New Hampshire Ave. #B, Norfolk, VA, 23508 - 0000, USA",COURTNEY   HAYWOOD ,Inactive,
11652649,L & A Holdings VA LLC,Legal Name,Limited Liability Company,"100 7th St Ste 104, Portsmouth, VA, 23704 - 4800, USA",Antowan Malik Batts ,Pending Inactive,
S3237007,L & R Construction Services L.L.C.,Legal Name,Limited Liability Company,"1090 WEST 35TH ST UNIT 26, NORFOLK, VA, 23508 - 0000, USA",RENE E   BAILEY ,Inactive,
11099269,L Boogie Real Estate LLC,Legal Name,Limited Liability Company,"833 W 41st St, Norfolk, VA, 23508 - 2517, USA",alexander  lundy ,Active,
06486690,"LA HERRADURA 2, INC.",Legal Name,Stock Corporation,"4220 Monarch Way , Norfolk, VA, 23508 - 0000, USA",Wilfredo Andrade Fonseca ,Pending Inactive,
11710401,Ladies Of Integrity VA,Legal Name,Nonstock Corporation,"809 W 40th St, Norfolk, VA, 23508 - 2513, USA",Katren  Hamilton ,Active,
11363422,"Lady Oak K9, LLC",Legal Name,Limited Liability Company,"11630 Wheelers Pond Rd, Dinwiddie, VA, 23841, USA",Igor A Vaserfirer ,Inactive,
11363436,"Lady Oak Labradors, LLC",Legal Name,Limited Liability Company,"11630 Wheelers Pond Rd, Dinwiddie, VA, 23841, USA",Igor A Vaserfirer ,Inactive,
S5723780,"Lafayette River Productions, LLC",Legal Name,Limited Liability Company,"1217 Richmond Crescent, Norfolk, VA, 23508 - 0000, USA",LARRY WAYNE   WILSON ,Inactive,
07470057,"Lafayette River Ventures, Inc.",Legal Name,Stock Corporation,"1004 Covington Ln, Norfolk, VA, 23508 - 1225, USA",JOHN B   SCHONK ,Inactive,
S5660776,Lagom M. LLC,Legal Name,Limited Liability Company,"609 Massachusetts Ave, Norfolk, VA, 23508 - 0000, USA",MEIXUE   LIN ,Inactive,
11209284,LALYR LLC,Legal Name,Limited Liability Company,"1065 49th St, Norfolk, VA, 23508 - 1946, USA",Tristan  Hebb ,Inactive,
08062085,Lamberts Point Civic League (LPCL),Legal Name,Nonstock Corporation,"1222 W 27th St Apt A, NORFOLK, VA, 23508 - 2410, USA",Garcie L Branch ,Active,
07397284,Lamberts Point Reunion Committee,Legal Name,Nonstock Corporation,"1261 W. 40TH ST., NORFOLK, VA, 23508 - 0000, USA",REGINA A   TURNER ,Inactive,
07310592,LAMBERTS POINT TOWNHOUSES HOMEOWNERS' ASSOCIATION,Legal Name,Nonstock Corporation,"1234 W 26th St, Norfolk, VA, 23508 - 2408, USA",TIMOTHY L   CAMPBELL ,Inactive,
11108969,"Land Art, LLC",Legal Name,Limited Liability Company,"525 Connecticut Ave, Norfolk, VA, 23508, USA",Timothy  Ferring ,Inactive,
S4910875,Land Sea & Sky Development LLC,Legal Name,Limited Liability Company,"906 Jamestown Cres, Norfolk, VA, 23508 - 0000, USA",STEPHEN ANDREW   WATERS ,Inactive,
11493342,Larchmont Capital LLC,Legal Name,Limited Liability Company,"6119 Studeley Ave, Norfolk, VA, 23508, USA",Chard LLC,Active,
11074120,Larchmont Learning LLC,Legal Name,Limited Liability Company,"6024 Eastwood Ter, Norfolk, VA, 23508 - 1111, USA",Allison Hazelwood Brown ,Inactive,
07750813,"Larchmont Swim Club, Inc.",Legal Name,Stock Corporation,"5102 STUDELEY AVENUE, NORFOLK, VA, 23508 - 0000, USA",STEPHEN K.   KELLOGG ,Inactive,
S3365758,"LATANE JONES AVERY COURTHOUSE CIRCLE, LLC",Legal Name,Limited Liability Company,"1519 BOLLING AVE, NORFOLK, VA, 23508 - 0000, USA",LATANE JONES   AVERY ,Active,
S1872136,"Latitude Adjustment, LLC",Legal Name,Limited Liability Company,"1111 WESTOVER AVE, NORFOLK, VA, 23507 - 0000, USA",SUSAN B   NOTTINGHAM ,Inactive,
11796179,"Latitude Neuro, LLC",Legal Name,Limited Liability Company,"615 Mayflower Rd, Norfolk, VA, 23508 - 2123, USA",Matthew Jacob Huddle ,Active,
06229678,"LAURA CONTRERAS ROWE, INC.",Legal Name,Stock Corporation,"218 B 89TH ST, VIRGINIA BEACH, VA, 23451 - 0000, USA",KEITH BRADLEY   ROWE ,Inactive,
11660963,"Lavish Clothing Company, LLC",Legal Name,Limited Liability Company,"1532 49th St, Norfolk, VA, 23508, USA",Isaiah  Riddick ,Pending Inactive,
S7331327,Lavish Styles LLC,Legal Name,Limited Liability Company,"4500 COLLEY AVE, NORFOLK, VA, 23508 - 0000, USA",CATRINA   BANKS ,Inactive,
L0127763,"LAWRENCE FAMILY PARTNERSHIP, L.P.",Legal Name,Limited Partnership,"1001A CAMBRIDGE CRESCENT, NORFOLK, VA, 23508 - 0000, USA",VIRGINIA C L   MCKAY ,Inactive,
08024028,LB REAL ESTATE & ASSOCIATES INC.,Legal Name,Stock Corporation,"718 VIRGINIA AVE, NORFOLK, VA, 23508 - 0000, USA",LORI S   PROVOST ,Active,
S6916003,LCB Properties LLC,Legal Name,Limited Liability Company,"11 Chattanooga, Irvine, CA, 92620 - 0000, USA",CAROLINE ELISE DALLA   BETTA ,Inactive,
11135913,"LCH Properties I, LLC",Legal Name,Limited Liability Company,"1217 River Rd, Suffolk, VA, 23434 - 2913, USA","Igor A Vaserfirer, Esq ",Active,
11455784,"LCH Properties III, LLC",Legal Name,Limited Liability Company,"130 Granby St Ste 200, Norfolk, VA, 23510 - 1604, USA",Igor A Vaserfirer ,Active,
S5083771,Leading Change Consultancy LLC,Legal Name,Limited Liability Company,"1215 Westmoreland Ave, Norfolk, VA, 23508 - 1318, USA",KRISTOFER LEE   ZIMMERMAN ,Inactive,
S1678665,"Leading Edge Academy Management, LLC",Legal Name,Limited Liability Company,"509 W 35TH ST, NORFOLK, VA, 23508 - 0000, USA",PARK PLACE SCHOOL,Inactive,
11219447,LEARNING LEGACY CHILDCARE LLC,Legal Name,Limited Liability Company,"635 W 29th St, Norfolk, VA, 23508 - 3315, USA",TRACY   BARCLIFT ,Inactive,
01338243,"LEAVITT ASSOCIATES, LTD.",Legal Name,Stock Corporation,"4400 COLLEY AVENUE, NORFOLK, VA, 23508 - 0000, USA",SHELDON J.   LEAVITT ,Inactive,
11634029,Leebow LLC,Legal Name,Limited Liability Company,"4400 Colley Ave, Norfolk, VA, 23508, USA",John R Stokes ,Active,
11476118,Legrand properties LLC,Legal Name,Limited Liability Company,"532 Georgia Ave, Norfolk, VA, 23508 - 2910, USA",Stephen James Marsh ,Active,
S4992865,"LeGrand Restaurant Company, LLC",Legal Name,Limited Liability Company,"532 GEORGIA AVENUE, NORFOLK, VA, 23508 - 0000, USA",STEPHEN JAMES   MARSH ,Active,
11696720,"Lemich Clinic, LLC",Legal Name,Limited Liability Company,"5205 Colley Ave, Norfolk, VA, 23508, USA",Gregory  Lemich ,Active,
S3448125,Lemonade Stand LLC,Legal Name,Limited Liability Company,"905 EAST OCEANVIEW AVE, NORFOLK, VA, 23503 - 0000, USA",KEITH   WYGANT ,Inactive,
05911094,"Lene La Litta Los, Inc.",Legal Name,Stock Corporation,"436 W 35TH ST, NORFOLK, VA, 23508 - 0000, USA",CARLOS A   HOWARD ,Inactive,
11424447,Lenoir Circle LLC,Legal Name,Limited Liability Company,"300 W 28th St, Norfolk, VA, 23508 - 3340, USA",khadijah Maryum Grubbs ,Inactive,
11827273,"Let Us Do It Cleaning Services, LLC",Legal Name,Limited Liability Company,"808 W 36th St, Norfolk, VA, 23508 - 2604, USA",Morgan  Chieze ,Active,
11157328,Let's Grow LLC,Legal Name,Limited Liability Company,"628 Plymouth Cres, Norfolk, VA, 23508, USA",Samantha  Ford ,Inactive,
S5862414,Let's Wed Hampton Roads LLC,Legal Name,Limited Liability Company,"974 Holbrook Drive, Newport News, VA, 23602 - 0000, USA",JONATHAN   GRAY ,Inactive,
11364969,LIAAH LUSHES LIPS LLC,Legal Name,Limited Liability Company,"4719 COLLEY AVE APT G, Norfolk, VA, 23508, USA",MIALIA  ELLIS ,Inactive,
11158845,Liger LLC,Legal Name,Limited Liability Company,"2000 Riverside Dr Apt PH2, Richmond, VA, 23225 - 3673, USA",Josue  Espinal ,Inactive,
07876675,Light Keepers Inc.,Legal Name,Stock Corporation,"633 W 35th St, Norfolk, VA, 23508 - 3103, USA",ANDREA   WINSTON ,Pending Inactive,
S5422029,"Lighthouse Coffee, LLC",Legal Name,Limited Liability Company,"523 W 35th Street, Norfolk, VA, 23508 - 0000, USA",MARIO   ASHBY ,Inactive,
S6717948,Lightning Tattoo llc,Legal Name,Limited Liability Company,"1511 BOLLING AVE, NORFOLK, VA, 23508 - 0000, USA",DONALD E  ROCKWELL IV ,Inactive,
11308025,Lightworkers For Christ LLC,Legal Name,Limited Liability Company,"869 W 35th St Apt 2, Norfolk, VA, 23508 - 3034, USA","S bar S Enterprises, LLC",Inactive,
11452601,Limitless Health Design LLC,Legal Name,Limited Liability Company,"1015 Jamestown Cres, Norfolk, VA, 23508 - 1232, USA",Taylor  Caramore ,Inactive,
11593223,Lindsay Warden Organizing LLC,Legal Name,Limited Liability Company,"1049 Jamestown Cres, Norfolk, VA, 23508, USA",Lindsay  Warden ,Inactive,
S4382430,Lingua LLC,Legal Name,Limited Liability Company,"741 Pennsylvania Avenue, Norfolk, VA, 23508 - 0000, USA",CHRISTINA ISABELLE   HAVLIN ,Inactive,
11113460,"LIONFISH SWIM CLUB FOUNDATION, INC.",Legal Name,Nonstock Corporation,"1056 Hanover Ave, Norfolk, VA, 23508 - 1257, USA",Summer   Brennan ,Active,
11114823,"LIONFISH SWIM CLUB, INC.",Legal Name,Nonstock Corporation,"1056 Hanover Ave, Norfolk, VA, 23508 - 1257, USA",Summer  Brennan ,Active,
11590579,Lions Legacy LLC,Legal Name,Limited Liability Company,"308 W 28th St, Norfolk, VA, 23508 - 3302, USA",Kendell  Grant ,Inactive,
S3501436,LISA JEAN BAIR ANALYTICS LLC,Legal Name,Limited Liability Company,"4211 MONARCH WAY STE 110, NORFOLK, VA, 23508 - 2540, USA",LISA JEAN   BAIR ,Inactive,
11286901,Lisa Licata Consulting LLC,Legal Name,Limited Liability Company,"2004 Lakeside Ests, Morgantown, WV, 26508 - 5617, USA",Igor A Vaserfirer ,Inactive,
03270097,"LITTLE BAY BEACH AND BOAT CLUB CONDOMINIUMS ASSOCIATION, INC.",Legal Name,Nonstock Corporation,"425 W 20th St Ste 4, Norfolk, VA, 23517 - 2128, USA",BRUCE H.   GOULD ,Active,
07912710,LITTLE NINJA INC.,Legal Name,Stock Corporation,"4300 MONARCH WAY, NORFOLK, VA, 23508 - 0000, USA",XIAO DAN   LU ,Inactive,
11083003,LITTLE THINGS LLC,Legal Name,Limited Liability Company,"533 W 36TH ST UNIT 303 , Norfolk, VA, 23508, USA",CIERRA  DAVIS ,Inactive,
11186738,Live Life Fresh Wellness LLC,Legal Name,Limited Liability Company,"532 W 35TH ST, Norfolk, VA, 23508, USA",ERIKA  REEL ,Inactive,
07327638,"LIVESAFE, INC.",Legal Name,Nonstock Corporation,"814A W. 45TH STREET, NORFOLK, VA, 23508, USA",WILLIAM   ODOM ,Active,
11725478,Living Promise Home Care LLC,Legal Name,Limited Liability Company,"1502 W 40th St # B, Norfolk, VA, 23508 - 2240, USA",Nikita  Barnes ,Active,
06021893,LIVING RIVER RESTORATION TRUST,Legal Name,Nonstock Corporation,"5215 Colley Ave Ste 119, Norfolk, VA, 23508 - 2166, USA",John R Stokes ,Active,
06974604,Living Water Foundation Ministries Incorporated,Legal Name,Nonstock Corporation,"306 W 30TH STREET, NORFOLK, VA, 23508 - 0000, USA",DAMIAN   ETONYEAKU-NDUKA ,Inactive,
11205899,LJ's Unique Painting LLC,Legal Name,Limited Liability Company,"430 Virginia Ave, Norfolk, VA, 23508, USA",Lamont  Jackson ,Inactive,
11813515,LK Horizons LLC,Legal Name,Limited Liability Company,"5000 Powhatan Ave, Norfolk, VA, 23508 - 1735, USA",Kahlil  Goode ,Active,
S7382197,Lois Lumps LLC,Legal Name,Limited Liability Company,"3412 Colonial Ave Apt C4, Norfolk, VA, 23508 - 0000, USA",TIONA   LAWSON ,Inactive,
11026839,LoMu Entertainment LLC,Legal Name,Limited Liability Company,"6146 Sylvan St, Norfolk, VA, 23508, USA",Michael  Pressley ,Inactive,
06581318,"London Square, Inc.",Legal Name,Stock Corporation,"820 JAMESTOWN CRES, NORFOLK, VA, 23508 - 0000, USA",JOHN S   LONDON ,Inactive,
S6697124,Long Dog LLC,Legal Name,Limited Liability Company,"923 Jamestown Crescent, Norfolk, VA, 23508 - 0000, USA",MARTIN LEON   PLAISTED ,Active,
S6336616,"Long Shot, LLC",Legal Name,Limited Liability Company,"841 WEST 45TH STREET, NORFOLK, VA, 23508 - 0000, USA",Thomas M. Schlegel ,Active,
11780256,Longboat Creek LLC,Legal Name,Limited Liability Company,"1038 Manchester Ave, Norfolk, VA, 23508, USA",Ann Taylor Priest ,Active,
03480373,LONGFIELD CORPORATION,Legal Name,Stock Corporation,"1323 Queens Rd Unit 326, CHARLOTTE, NC, 28207 - 2166, USA",DAVID B   VICCELLIO ,Active,
11501081,Longwood Consulting LLC,Legal Name,Limited Liability Company,"1617 Longwood Dr, Norfolk, VA, 23508, USA",charles W Moore ,Inactive,
01974575,"LORDS OF TIDEWATER, INC.",Legal Name,Stock Corporation,"528 WEST 35TH ST, NORFOLK, VA, 23508 - 0000, USA",JOHNNIE L.   MORRIS ,Inactive,
S4272854,"Lower Chippokes Creek, LLC",Legal Name,Limited Liability Company,"4400 Colley Ave, Norfolk, VA, 23508 - 0000, USA",J. RANDOLPH   STOKES ,Active,
11827670,LowTide Bartending LLC,Legal Name,Limited Liability Company,"819 W 41st St, Norfolk, VA, 23508, USA",T'Anthony  Smith ,Active,
S8553101,LRWC LLC,Legal Name,Limited Liability Company,"1201 Larchmont Crescent, Norfolk, VA, 23508 - 0000, USA","JOSEPH V  O'BRIEN, III ",Active,
S2557504,"LST DEVELOPMENT, LLC",Legal Name,Limited Liability Company,"906 JAMESTOWN CRESCENT, NORFOLK, VA, 23508 - 0000, USA",LESLIE ANN   WATERS ,Inactive,
11384818,LT STUDIOS LLC,Legal Name,Limited Liability Company,"4601 Mayflower Rd, Norfolk, VA, 23508, USA",Brianna  Spann ,Inactive,
